ID;Usia;Jenis_Kelamin;Status_Pernikahan;Pendidikan;Jumlah_Anak;Wilayah;Jenis_Pekerjaan;Lama_Bekerja_Tahun;Pendapatan_Bulanan;Pengeluaran_Bulanan;Nilai_Aset;Hutang_Existing;Kepemilikan_Rumah;Riwayat_Kredit;Skor_Kesehatan_Keuangan;Jumlah_Rekening;Tujuan_Pinjaman;Jumlah_Pinjaman;Tenor_Bulan;Layak_Kredit
958;54;Laki-laki;Cerai;S1;1;Jawa;Freelance;2;12178604;10166301;603016817;46452096;Milik Sendiri;Buruk;543;3;Pendidikan;192267497;36;Layak
959;25;Perempuan;Menikah;S1;1;Jawa;Wirausaha;32;16707495;11835826;458874406;41161469;Sewa;Cukup;333;2;Pendidikan;133513620;36;Layak
960;43;Laki-laki;Menikah;S1;1;Sumatera;PNS;29;3250001;2735224;495384373;82441099;Milik Sendiri;Buruk;498;4;Modal Usaha;109300866;36;Tidak Layak
961;28;Laki-laki;Menikah;S1;2;Sumatera;Swasta;30;16206946;18565492;483451736;;Sewa;Tidak Ada Riwayat;816;1;Konsumtif;25177303;36;Layak
962;43;Laki-laki;Menikah;S2;0;Jawa;Wirausaha;28;15750574;16391472;16631574;115045576;Kontrak;Buruk;809;3;Renovasi Rumah;125583930;12;Tidak Layak
963;39;Laki-laki;Cerai;SMA;3;Sumatera;PNS;7;1460314534;17538438;237541391;110279182;Milik Sendiri;Baik;657;3;Renovasi Rumah;143381569;36;Layak
964;47;Laki-laki;Lajang;SMA;1;Jawa;Swasta;20;17433876;9906958;297194725;110291074;Milik Sendiri;Baik;598;3;Modal Usaha;74652416;48;Layak
965;61;Laki-laki;Duda/Janda;SMP;1;Kalimantan;Wirausaha;13;3426006;1830951;570734232;39455406;Kontrak;Baik;;4;Modal Usaha;157571465;24;Layak
966;18;Laki-laki;Cerai;SMA;4;Sulawesi;Freelance;5;17680793;20937458;75827867;131763978;Milik Sendiri;Baik;439;2;Investasi;43909065;12;Layak
967;49;Laki-laki;Menikah;S1;5;Kalimantan;Swasta;33;8984919;3036464;91294282;76143982;Milik Sendiri;Buruk;538;5;Modal Usaha;75354759;60;Tidak Layak
968;58;Perempuan;Menikah;SMA;2;Sumatera;Tidak Bekerja;0;176901;500000;6967035;38887181;Kontrak;Cukup;744;5;Modal Usaha;174719141;24;Tidak Layak
969;38;Perempuan;Menikah;D3;5;Kalimantan;Wirausaha;29;16016962;17602983;309847865;11424980;Menumpang;Baik;701;2;Investasi;48643602;24;Layak
970;28;Perempuan;Lajang;S1;5;Bali;Swasta;1;5428354;2171538;784357123;41656463;Sewa;Cukup;681;5;Renovasi Rumah;128495150;60;Layak
971;64;Perempuan;Lajang;S1;0;Jawa;Freelance;5;14589566;5394350;528972288;;Sewa;Tidak Ada Riwayat;375;1;Modal Usaha;181611819;36;Tidak Layak
972;59;Perempuan;Menikah;SMP;2;Sumatera;Freelance;22;8016157;6527529;59761986;32774919;Sewa;Baik;623;2;Modal Usaha;146489905;48;Layak
973;48;Laki-laki;Menikah;SD;3;Jawa;Swasta;25;6499532;6482806;326082242;145791492;Sewa;Cukup;767;2;Renovasi Rumah;136647978;12;Tidak Layak
974;51;Laki-laki;Cerai;SMA;1;Jawa;Swasta;3;11632280;9995364;512981700;88741982;Milik Sendiri;Cukup;687;2;Modal Usaha;86785462;36;Layak
975;38;Perempuan;Lajang;SMP;1;Sumatera;Freelance;5;11311348;10137691;357798870;62748969;Milik Sendiri;Baik;383;4;Modal Usaha;21467838;12;Layak
976;41;Perempuan;Lajang;SMA;5;Jawa;Freelance;4;16373123;12277258;63608090;26863388;Sewa;Buruk;329;3;Pendidikan;126036641;84;Layak
977;30;Laki-laki;Menikah;SMA;4;Kalimantan;Swasta;33;10095168;9837738;633620275;83944762;Kontrak;Baik;339;5;Modal Usaha;48436512;24;Layak
978;24;Laki-laki;Lajang;S1;1;Jawa;Wirausaha;5;9878511;6368609;779244865;103474067;Sewa;Baik;529;2;Modal Usaha;126859152;24;Layak
979;29;Perempuan;Menikah;SMA;4;Sumatera;PNS;17;13229419;5205885;200153537;55670976;Sewa;Cukup;815;1;Investasi;43525775;48;Layak
980;53;Perempuan;Menikah;S1;1;Sumatera;Swasta;19;5588393;4818992;502334255;115924177;Kontrak;Baik;388;3;Modal Usaha;84775889;36;Layak
981;33;Perempuan;Menikah;S1;4;Kalimantan;Tidak Bekerja;;65845;500000;696396745;;Menumpang;Tidak Ada Riwayat;689;5;Renovasi Rumah;153828378;48;Tidak Layak
982;22;Perempuan;Menikah;SMA;5;Sumatera;Swasta;7;16470836;13429645;763009109;114693458;Milik Sendiri;Baik;;4;Modal Usaha;164441376;12;Layak
983;22;Laki-laki;Menikah;D3;0;Sulawesi;Swasta;3;17914796;20626640;532965234;55104181;Milik Sendiri;Cukup;387;3;Kesehatan;150780913;12;Layak
984;51;Laki-laki;Lajang;S1;2;Sumatera;Tidak Bekerja;;427401;500000;224242605;88257652;Kontrak;Cukup;338;4;Modal Usaha;15991924;24;Tidak Layak
985;62;Perempuan;Duda/Janda;SMP;5;Sumatera;Wirausaha;3;9961418;5416817;516395548;83784543;Sewa;Cukup;499;2;Modal Usaha;140875004;36;Layak
986;41;Laki-laki;Lajang;SMP;5;Jawa;Swasta;7;6846253;2098813;402599847;109005836;Milik Sendiri;Cukup;673;3;Modal Usaha;143247737;24;Tidak Layak
987;49;Laki-laki;Lajang;S2;1;Sumatera;Swasta;3;13702710;13214337;671637388;83527807;Menumpang;Cukup;693;3;Investasi;44872194;84;Layak
988;35;Laki-laki;Duda/Janda;SMP;2;Kalimantan;Wirausaha;15;10925793;11368472;263719761;96986824;Sewa;Tidak Ada Riwayat;547;3;Renovasi Rumah;150322979;24;Tidak Layak
989;25;Perempuan;Menikah;S1;4;Jawa;Wirausaha;4;12875540;11031253;150276929;105058087;Kontrak;Cukup;476;3;Modal Usaha;5981159;48;Layak
990;29;Laki-laki;Cerai;D3;3;Jawa;Swasta;19;9901628;7301367;279852557;66267038;Sewa;Baik;414;5;Konsumtif;120479476;60;Layak
991;58;Laki-laki;Menikah;S1;4;JAWA;Swasta;21;14496718;11542278;519034858;132426258;Sewa;Cukup;771;3;Konsumtif;109708638;36;Layak
992;36;Perempuan;Lajang;SMA;0;Sulawesi;Wirausaha;24;7288894;7678141;58714409;144531186;Menumpang;Tidak Ada Riwayat;623;2;Modal Usaha;24834347;48;Tidak Layak
993;62;Laki-laki;Menikah;S1;4;Kalimantan;Swasta;13;15736216;18432964;437670735;132121895;Sewa;Tidak Ada Riwayat;563;4;Modal Usaha;172207542;36;Layak
994;49;Perempuan;Lajang;SMA;3;Sumatera;Wirausaha;27;3402786;2726098;556279209;79590248;Kontrak;Baik;706;4;Modal Usaha;72869612;60;Layak
995;34;Perempuan;Menikah;SD;3;Sumatera;Swasta;6;;1384696;441785658;24956178;Milik Sendiri;Cukup;745;1;Renovasi Rumah;80674697;36;Tidak Layak
996;44;Laki-laki;Lajang;D3;0;Bali;Freelance;30;15509566;14399684;338097317;73827102;Milik Sendiri;Cukup;634;5;Renovasi Rumah;122398812;60;Layak
997;56;Laki-laki;Duda/Janda;S1;5;Jawa;Wirausaha;3;15124533;14716405;647738826;100231383;Milik Sendiri;Tidak Ada Riwayat;647;5;Investasi;162719810;84;Layak
998;58;Perempuan;Lajang;D3;4;Jawa;Wirausaha;16;4126542;1529968;517757429;;Milik Sendiri;Tidak Ada Riwayat;735;1;Konsumtif;135036644;12;Tidak Layak
999;55;Laki-laki;Cerai;SMA;4;Jawa;PNS;33;3758149;1992446;111114466;9678286;Milik Sendiri;Baik;406;1;Konsumtif;112716970;24;Layak
1000;63;Laki-laki;Menikah;SMA;4;Jawa;Swasta;22;17297417;13943805;386452411;119464589;Sewa;Baik;822;4;Kesehatan;140615722;48;Layak
1001;32;LAKI-LAKI;Lajang;D3;5;JAWA;Freelance;30;5211284;4236164;579195193;69495582;Milik Sendiri;Baik;769;1;Modal Usaha;48330932;24;Layak
1002;46;Laki-laki;Menikah;S2;2;Sulawesi;Tidak Bekerja;;134397;500000;298185521;125040476;Milik Sendiri;Cukup;;2;Konsumtif;53160372;48;Tidak Layak
1003;56;Perempuan;Lajang;S1;2;Jawa;PNS;32;10774784;7533391;389654954;84648866;Menumpang;Baik;714;1;Modal Usaha;167307082;12;Layak
1004;57;Laki-laki;Menikah;S1;0;Jawa;Freelance;22;11749173;13101455;364681072;123894362;Milik Sendiri;Cukup;;3;Investasi;121980795;12;Layak
1005;20;Perempuan;Menikah;SMA;4;Jawa;Wirausaha;28;3699216;1495782;;47784885;Milik Sendiri;Buruk;379;5;Pendidikan;17601391;24;Tidak Layak
1006;32;Perempuan;Menikah;D3;0;Jawa;Swasta;1;3125711;1096854;547031290;91393534;Milik Sendiri;Buruk;436;5;Renovasi Rumah;101398676;24;Tidak Layak
1007;52;Laki-laki;Menikah;SD;0;Bali;PNS;16;11336277;10197106;203308559;76424488;Kontrak;Baik;692;2;Investasi;166910862;36;Layak
1008;43;Laki-laki;Menikah;S1;5;Bali;Swasta;9;10135615;3527000;752760813;145941375;Menumpang;Buruk;436;3;Modal Usaha;153354793;60;Tidak Layak
1009;59;Perempuan;Menikah;D3;4;Sumatera;Swasta;14;6923900;4258066;41159697;138511298;Milik Sendiri;Tidak Ada Riwayat;349;5;Kesehatan;140095920;12;Tidak Layak
1010;19;Laki-laki;Menikah;S1;4;Sumatera;Swasta;7;4012986;1384678;577079976;116860313;Kontrak;Baik;682;5;Kesehatan;121374354;60;Layak
